input1	label
j p r c q f	jprcqf
d l q n j c p k	dlqnjcpk
x v z r l t c	xvzrltc
n v s d m x g h	nvsdmxgh
q j x g s w t d z	qjxgswtdz
h t c r j	htcrj
z t n m g p q f	ztnmgpqf
r f z x h b v	rfzxhbv
m s j t g d	msjtgd
g c w l t b h s z n d m	gcwltbhszndm
j l w	jlw
z b k m w t c	zbkmwtc
k n h z d	knhzd
l b z n h c t	lbznhct
k c v d p g f	kcvdpgf
z t r f n x m q	ztrfnxmq
c z m h g w r t s x	czmhgwrtsx
j r p d f n	jrpdfn
b j x s k t f	bjxsktf
w m k x f l h q j n v	wmkxflhqjnv
g c s d b p j l z	gcsdbpjlz
t k b j p z g w n r x	tkbjpzgwnrx
z p w d h g	zpwdhg
z b f k p n	zbfkpn
g h m x	ghmx
t x b h l v	txbhlv
x m r s v h	xmrsvh
g z p l	gzpl
t p q b n v c x w l	tpqbnvcxwl
r m p d w q j	rmpdwqj
z h m q g b l d	zhmqgbld
j s q x l w d t	jsqxlwdt
p d g z t f h s x c w r v	pdgztfhsxcwrv
x n v b m f z r	xnvbmfzr
l b s f k m c z t p q x w d r h n	lbsfkmcztpqxwdrhn
s h v b r g d k	shvbrgdk
l x m h r b	lxmhrb
h c s w	hcsw
s z t	szt
g n l m d j t	gnlmdjt
d m f b g t c j	dmfbgtcj
q h b r c v	qhbrcv
w j q d r	wjqdr
t g s r	tgsr
g f s r n d q t	gfsrndqt
c q j r l b d	cqjrlbd
q m s r	qmsr
p t f z r s	ptfzrs
v l k p c	vlkpc
f w h g j l p q	fwhgjlpq
t c l r g	tclrg
m k d l s w v f z	mkdlswvfz
v k h q g z m s w p l	vkhqgzmswpl
t c g j	tcgj
b s l r z c k h	bslrzckh
b d g x	bdgx
r w t s c v g p z	rwtscvgpz
g s q l r m p f	gsqlrmpf
b l x n t p	blxntp
g v m b l d	gvmbld
g z q k c	gzqkc
w s d k p t b r n l h	wsdkptbrnlh
t d v c f j k x r z p	tdvcfjkxrzp
d t n w r j	dtnwrj
g q k c f v	gqkcfv
c t x v k d l	ctxvkdl
m w g v n r	mwgvnr
z f k s h c	zfkshc
w r d q n c h v m	wrdqnchvm
h n m k r j d v q z f	hnmkrjdvqzf
m c b v f q d g l	mcbvfqdgl
g c d k h x r m p	gcdkhxrmp
r l s z k c x	rlszkcx
h l s n d m g	hlsndmg
f b j l d t c r q w p m	fbjldtcrqwpm
g k p x	gkpx
n q m v j g r	nqmvjgr
h p x l r q m n v z g k	hpxlrqmnvzgk
x w j b s m f g n t	xwjbsmfgnt
v f c d s l b z k w t	vfcdslbzkwt
b v m q f	bvmqf
j g d t k v c z	jgdtkvcz
l k r g w p j d t z q h	lkrgwpjdtzqh
w t p d n	wtpdn
b t v c j	btvcj
k t h m l j	kthmlj
s n j	snj
j q g t	jqgt
s g q v f	sgqvf
g v n d	gvnd
d h j q c	dhjqc
w g s l h v b	wgslhvb
k p c n b f	kpcnbf
p l j s q x k z	pljsqxkz
g j h k b	gjhkb
v n k d l h t	vnkdlht
q p n z m r v t w l x	qpnzmrvtwlx
c j s b f r d p g q	cjsbfrdpgq
f g s b	fgsb
f n x v m c d z p h k g	fnxvmcdzphkg
d s c f l x w g r b p k q h j	dscflxwgrbpkqhj
h q v s l t	hqvslt
q v h g c w x	qvhgcwx
g k s n h z	gksnhz
b v f z w q	bvfzwq
b m t c l x v	bmtclxv
j c h z f m g	jchzfmg
z w v r c x	zwvrcx
x p h w z v f q	xphwzvfq
m z x b q w f k	mzxbqwfk
x s r n h	xsrnh
g s b d m k v z w c	gsbdmkvzwc
r p t c f n x m b v z w	rptcfnxmbvzw
l r d h k v x	lrdhkvx
k b w r v	kbwrv
j s h w x p	jshwxp
p k q j f t v x m r z	pkqjftvxmrz
c g h z r	cghzr
x m f h w s b c n q d g z t l k	xmfhwsbcnqdgztlk
b h g v l w q z	bhgvlwqz
c t w g z p m j k h n q	ctwgzpmjkhnq
w s r n l g j z	wsrnlgjz
m d p k f h w n s	mdpkfhwns
t n f q x m l b	tnfqxmlb
s m f c t	smfct
b g f n c j k v x r z t	bgfncjkvxrzt
s d z r w c t	sdzrwct
t b h q m	tbhqm
p c g q k z h d	pcgqkzhd
d x s	dxs
c q n	cqn
h l t q	hltq
r x t w n d	rxtwnd
m g h r f	mghrf
v p q r k g m j	vpqrkgmj
f m p c d z w q	fmpcdzwq
x t p d	xtpd
z q p f g b k l v c d n	zqpfgbklvcdn
d t r w b g c	dtrwbgc
n x h b j z g	nxhbjzg
k j s f x w t r	kjsfxwtr
r k b v h z m x	rkbvhzmx
r m z k w	rmzkw
m g w s d q j	mgwsdqj
h q f d k	hqfdk
q v z r h p m s k g j f	qvzrhpmskgjf
z m r n b p	zmrnbp
j w m r c x z v	jwmrcxzv
q p r	qpr
p n v m g d b f	pnvmgdbf
k r v w p	krvwp
s j l z q f d t w	sjlzqfdtw
x q l j m g v	xqljmgv
r t w l m n b p	rtwlmnbp
f s k v	fskv
n q x h c d f m z	nqxhcdfmz
b d k n f	bdknf
g z t n k	gztnk
v x q j d m b	vxqjdmb
q n v c w l	qnvcwl
d x z m p q v	dxzmpqv
b h c x t z	bhcxtz
t w p j f k	twpjfk
d v b q f w r	dvbqfwr
g b d q r c m t z s	gbdqrcmtzs
l k z m n x b g j h	lkzmnxbgjh
r c j b m h v d	rcjbmhvd
w x v j p q	wxvjpq
r t k x z n p j	rtkxznpj
m q r v c d k l b z w g n j	mqrvcdklbzwgnj
x l v r	xlvr
b f d w p h s j z m q r n l t g x	bfdwphsjzmqrnltgx
c b s z p v t w r x	cbszpvtwrx
d v l b q h m s r	dvlbqhmsr
v k q p c j	vkqpcj
k z q s l	kzqsl
q n d h b f	qndhbf
t w d l m r g	twdlmrg
f p w c d q l h z s	fpwcdqlhzs
t b z j d g l k	tbzjdglk
l n w h b k q t d g s m	lnwhbkqtdgsm
c t p x w r n h j d s g	ctpxwrnhjdsg
n f r x p t z w c	nfrxptzwc
h c k s f p	hcksfp
w k q n g v z r j m x p	wkqngvzrjmxp
j t z g n k q c s	jtzgnkqcs
p l w m k v f r g	plwmkvfrg
h x f p d	hxfpd
h x v z l r	hxvzlr
m l k	mlk
m h q x v l p f c r	mhqxvlpfcr
x w p	xwp
g h w b l n c z v f r d x	ghwblnczvfrdx
b j p x t m f l	bjpxtmfl
w l z v q t k m h b	wlzvqtkmhb
k t v g s n	ktvgsn
n l j m k	nljmk
n w z r p v x	nwzrpvx
n p v h x	npvhx
j l m p b z s w	jlmpbzsw
x z r k t b d	xzrktbd
c w g t l p j s m	cwgtlpjsm
h f t s r z	hftsrz
p k r v f	pkrvf
c b l v t	cblvt
l p r s x v g w z h	lprsxvgwzh
k r p x s v l f t b n h	krpxsvlftbnh
p q m h s w l c	pqmhswlc
c p w h r x d n z	cpwhrxdnz
g s n	gsn
h f l c k v q w p	hflckvqwp
c f z l j x k	cfzljxk
h t c v	htcv
r k t n c	rktnc
f c k r h d b	fckrhdb
b l x p t	blxpt
c g r x	cgrx
m n w d t l b k	mnwdtlbk
z p m g v r w s	zpmgvrws
l p h m q n b w x j	lphmqnbwxj
m t n q b d g	mtnqbdg
v q b z s j	vqbzsj
q s r m	qsrm
g h d t q z k x w b c r	ghdtqzkxwbcr
q v w r x	qvwrx
l k v m p s	lkvmps
j n q r s d w h g k v p m z	jnqrsdwhgkvpmz
t s q x m k z v w j	tsqxmkzvwj
n d g b r t j c w	ndgbrtjcw
z m q n r v p t	zmqnrvpt
z v b f d s j c n m k	zvbfdsjcnmk
x w m	xwm
f j h p x c m z d r	fjhpxcmzdr
m v s f p	mvsfp
l x p t s r w h b d z	lxptsrwhbdz
j z p l q g h f w t s b	jzplqghfwtsb
q c g n d t w l k z x s h f j	qcgndtwlkzxshfj
z c t m r	zctmr
s b x w f c z r d	sbxwfczrd
m d f s v t h w c	mdfsvthwc
h w l q p z n b x k s	hwlqpznbxks
t h l m c k z x	thlmckzx
v l b k t n	vlbktn
j h t g s m z r	jhtgsmzr
w z s q b	wzsqb
k p z h x d q	kpzhxdq
f n k p z	fnkpz
v w r z f k q g m x	vwrzfkqgmx
b j x m q r t l p f h s	bjxmqrtlpfhs
k d m l	kdml
b q x f z c s n	bqxfzcsn
j d p f r g n	jdpfrgn
l b f j w v q t g n	lbfjwvqtgn
v l t j g h m x b w c	vltjghmxbwc
h j v r k p	hjvrkp
l w s h j b n	lwshjbn
w t z n s j g v	wtznsjgv
j l m w b f z k p g v x	jlmwbfzkpgvx
w n h t j k m b	wnhtjkmb
c v l d k p t h	cvldkpth
k d w j f z	kdwjfz
v c h m b g	vchmbg
v z h f r	vzhfr
l r d x b k w m f	lrdxbkwmf
j z n f	jznf
k s b z c v t h q	ksbzcvthq
z d l j f k m n	zdljfkmn
k g l x j z d w p h v s r n	kglxjzdwphvsrn
t k r s m h j c q g f l	tkrsmhjcqgfl
w v z l q t p h j	wvzlqtphj
g f b j l	gfbjl
k v r f h z	kvrfhz
t q g	tqg
r m z	rmz
h r g w b s m l	hrgwbsml
g w d r s x n k b	gwdrsxnkb
t v g p j w m n x	tvgpjwmnx
f g x	fgx
d b s p q m t l	dbspqmtl
n r g q v c f s x p h k b z t j	nrgqvcfsxphkbztj
p b g t j v l d c	pbgtjvldc
j z b n	jzbn
b t k g r	btkgr
q d x l k f	qdxlkf
c h r g w d f m p v n	chrgwdfmpvn
k z c h d w	kzchdw
s r l d c v	srldcv
c k w f n s m p q j	ckwfnsmpqj
p w c b k d j l x h	pwcbkdjlxh
d m b k j r z l	dmbkjrzl
m t r x s b f p q g	mtrxsbfpqg
p r m x q	prmxq
r h j f p g t n	rhjfpgtn
g w q m j h z	gwqmjhz
r z j d q w b	rzjdqwb
b f m p x g j d	bfmpxgjd
w p c r n t x z j v q b m	wpcrntxzjvqbm
g f v j n z m q	gfvjnzmq
r g m j x z b c	rgmjxzbc
w z t p s g l q b x	wztpsglqbx
k j t	kjt
z x w	zxw
p f c k d	pfckd
d s v k w z j n r b x t	dsvkwzjnrbxt
v b k q f p c h	vbkqfpch
r k q h d n s	rkqhdns
s p x d t c m z	spxdtcmz
d l z w r j n b m	dlzwrjnbm
s j p n c t	sjpnct
j v d g z t k r	jvdgztkr
c p d q t v h f z b r g	cpdqtvhfzbrg
b d s m g p j c	bdsmgpjc
f z p m	fzpm
f s c w v	fscwv
p j g n k r z x h f	pjgnkrzxhf
q n c d g	qncdg
n f b s d k x	nfbsdkx
x h l m n d v	xhlmndv
r q j l s f k p m c z v w n d	rqjlsfkpmczvwnd
c w f x q	cwfxq
f v h l w	fvhlw
l r c z v h b	lrczvhb
q f n p	qfnp
z w l h f	zwlhf
p k x m g	pkxmg
x t z p b w c l k r s n	xtzpbwclkrsn
v d n b c x z k l w	vdnbcxzklw
h b d c s g v	hbdcsgv
q l s w x j v c k	qlswxjvck
m p h t b w	mphtbw
z q j c s w	zqjcsw
j x t p l v d	jxtplvd
b w p t v g j r	bwptvgjr
r t s v c g b k h m	rtsvcgbkhm
m c r h	mcrh
v r x q w l s d j c h	vrxqwlsdjch
r h g l s j	rhglsj
j x k m s g v	jxkmsgv
n m x r j w s k g	nmxrjwskg
t p m g s l w z f	tpmgslwzf
k r d q l w b	krdqlwb
x w s c v t l g b d	xwscvtlgbd
t k l c n h	tklcnh
f q l c b d w s	fqlcbdws
w h m r d n z j s b	whmrdnzjsb
k r g b d s l f	krgbdslf
q r b g k l d m	qrbgkldm
h p f k d j z	hpfkdjz
s m p n r c	smpnrc
j v s h	jvsh
n s z x l w r	nszxlwr
t v f h b w	tvfhbw
m g n j w l q	mgnjwlq
p v h j q r	pvhjqr
x p t f n c z l	xptfnczl
d b r t c m w g q n k	dbrtcmwgqnk
v n s r	vnsr
f d n h	fdnh
j s n	jsn
g c p j r l k	gcpjrlk
g x t m p l n f	gxtmplnf
b w z g x s	bwzgxs
p c w j l s t	pcwjlst
w j v f t m l r h b	wjvftmlrhb
n p r b m z q d h	nprbmzqdh
m f v k z	mfvkz
t n l	tnl
b z j g	bzjg
h f k r t	hfkrt
l s d	lsd
c j f r z b s n	cjfrzbsn
x d r g z q t	xdrgzqt
h p m t r n c g w	hpmtrncgw
k z b t x l g	kzbtxlg
r p f k q z s	rpfkqzs
k b m z n l q	kbmznlq
h x r b q j v	hxrbqjv
b m s	bms
x f v h d g c q	xfvhdgcq
j l k w m r	jlkwmr
q m h t	qmht
l q p d k	lqpdk
b v c f p s h z l w	bvcfpshzlw
l d t w m h v	ldtwmhv
h w t f j x z	hwtfjxz
m f z d	mfzd
d t j l p s h n k m v	dtjlpshnkmv
q k n c	qknc
h k d v x r z	hkdvxrz
k z w h x v b j m r l	kzwhxvbjmrl
z t n h v c	ztnhvc
t m v j n r z	tmvjnrz
p q h x d t v k s r z b j w f g	pqhxdtvksrzbjwfg
g v d n m j w k r p b x	gvdnmjwkrpbx
x w z q g n t h s	xwzqgnths
l s h r q	lshrq
t d p v	tdpv
c t m z s l f v	ctmzslfv
t p z g d s n m j k q	tpzgdsnmjkq
c m v n g	cmvng
b k m p c x v l	bkmpcxvl
v w s l z t x m b j d	vwslztxmbjd
l r z q k x c t g	lrzqkxctg
m v n w b r k	mvnwbrk
k q v z j d w	kqvzjdw
k x c z m t s p	kxczmtsp
f w k n	fwkn
n j b c h	njbch
n x b m c q	nxbmcq
z x l g f	zxlgf
b w j s q p k f l z m d v r t	bwjsqpkflzmdvrt
d j k x z	djkxz
d t p m n s v j	dtpmnsvj
q n c k r j d f s	qnckrjdfs
t j x l h w p	tjxlhwp
m q j r h k n g p t z	mqjrhkngptz
p d r w l j	pdrwlj
k m x h	kmxh
h l x c j n	hlxcjn
j s d b q n	jsdbqn
l c q b h	lcqbh
d m c g w	dmcgw
q h k g p z	qhkgpz
m z b w x k f v p	mzbwxkfvp
q d f t g v x b p j	qdftgvxbpj
j q w n m p g x	jqwnmpgx
d b t n g	dbtng
m g t	mgt
d g k m b	dgkmb
s c j p v w n q	scjpvwnq
p r c	prc
d x p h c	dxphc
h s q l c f b v z g d	hsqlcfbvzgd
d j w v t g m f	djwvtgmf
b z w v	bzwv
l p r g s x j w z q n k	lprgsxjwzqnk
f c p s q b	fcpsqb
m h p d v n j b	mhpdvnjb
k z b x s d	kzbxsd
g l m q c	glmqc
b n q r l v h k t w m c f	bnqrlvhktwmcf
b d m z s f h	bdmzsfh
s g m r f j	sgmrfj
k f p x n s j r	kfpxnsjr
j x h c z m d n l s	jxhczmdnls
z v w b p n q m	zvwbpnqm
b m g x j k n p h	bmgxjknph
n v r t g b	nvrtgb
c p b x r	cpbxr
l d h v q s g t z r j p x b	ldhvqsgtzrjpxb
p b m z h d k v f g x	pbmzhdkvfgx
b p h z t w	bphztw
f b m n v q h t	fbmnvqht
c n s m j	cnsmj
v q t c x d f	vqtcxdf
p x d h w z v b n f m r g	pxdhwzvbnfmrg
v d f r j z	vdfrjz
d s c p j l	dscpjl
s w n k t j h q z d	swnktjhqzd
w k d f t h p b m v	wkdfthpbmv
q h l w f z b s k g	qhlwfzbskg
d t c f v	dtcfv
g n w b h	gnwbh
v j n t d z	vjntdz
p f c z m	pfczm
s t w n m p k j l z r c d	stwnmpkjlzrcd
f l m z	flmz
j x d w s f z n k	jxdwsfznk
m z n p w d c k	mznpwdck
h g x z q m k v	hgxzqmkv
j l k p x s v g n m h w	jlkpxsvgnmhw
d g q l n b x w v s	dgqlnbxwvs
m n w j z s	mnwjzs
n c l x t g	nclxtg
s x v q h z g	sxvqhzg
d s m r k n f w	dsmrknfw
x q n c h	xqnch
f x m h v	fxmhv
k v t b g m p f x c j w	kvtbgmpfxcjw
m q w z l d r x b n	mqwzldrxbn
k h c n x j s l	khcnxjsl
t m b l p n w h	tmblpnwh
w c s q p n t g r d h	wcsqpntgrdh
n c w z r	ncwzr
l n r h f g	lnrhfg
f d z l	fdzl
m r c d n p s	mrcdnps
j l q z h p w c m s f g x d k	jlqzhpwcmsfgxdk
f c x h d k m r n l t w v p	fcxhdkmrnltwvp
v q g p x b w t s h c	vqgpxbwtshc
k c n m s q x	kcnmsqx
r n f b d j w	rnfbdjw
b f z q j p t v	bfzqjptv
s f m l n j g d q p t b z v w k	sfmlnjgdqptbzvwk
m k q v h b p j l f	mkqvhbpjlf
f k t m d	fktmd
t q z k g j w l s m n	tqzkgjwlsmn
s l c r x	slcrx
m c d t j f p	mcdtjfp
x c w f g	xcwfg
w k s v x m z	wksvxmz
z c h v w d j k m b	zchvwdjkmb
b d h l f v	bdhlfv
q v f s m t x l d p n j	qvfsmtxldpnj
c s v w n d	csvwnd
l v h	lvh
x d b h	xdbh
d w h r m	dwhrm
k m p z t l r w j q d v	kmpztlrwjqdv
v x h l q r j z	vxhlqrjz
x l b w d m	xlbwdm
h r z x k d m w	hrzxkdmw
c l m q b n x t	clmqbnxt
w n h r f	wnhrf
m r q h d z j	mrqhdzj
g b w d t s n k f z x p j h l r	gbwdtsnkfzxpjhlr
n p x s r c m q	npxsrcmq
j w b v z	jwbvz
h l c j g v	hlcjgv
k b d g z p	kbdgzp
j b c n q w k	jbcnqwk
j r b x d m w k	jrbxdmwk
j v l c n k w m	jvlcnkwm
s d v c p n h t q	sdvcpnhtq
g p j n f h b c m	gpjnfhbcm
m s k f g q r l	mskfgqrl
c k m l v b	ckmlvb
m f b d v g j s	mfbdvgjs
p x l b f	pxlbf
n x g m d r p c	nxgmdrpc
j f v t m x	jfvtmx
q t h p r g z n	qthprgzn
c l g f h t r j p x	clgfhtrjpx
w l x q b c f h d	wlxqbcfhd
g w z c n p j r l d s h	gwzcnpjrldsh
c d x	cdx
q k r t x n g l b p	qkrtxnglbp
b h w p r l j x	bhwprljx
f r t b p s m h x d n k z	frtbpsmhxdnkz
k x h s	kxhs
h p r m b s n x z	hprmbsnxz
x n t z p b c g m k	xntzpbcgmk
q j p c n d b l r g	qjpcndblrg
n c l g f	nclgf
g l r z n s v x t d	glrznsvxtd
z f c p q x j h	zfcpqxjh
s b v l z j t k n	sbvlzjtkn
h q b n j d g t	hqbnjdgt
c z p x h s	czpxhs
b x r h k	bxrhk
x b j p t l	xbjptl
r s b g z w t x	rsbgzwtx
l p h v c f d m g s x q	lphvcfdmgsxq
s h p z q g c k	shpzqgck
b r s n p	brsnp
f l w v m n r g q b c h	flwvmnrgqbch
c v g d w n f r b	cvgdwnfrb
m x r n	mxrn
r z f s w p	rzfswp
q m n t x k c	qmntxkc
m f l h x p b c t z d	mflhxpbctzd
v r p l j s d c b	vrpljsdcb
j t d l p r	jtdlpr
q f c l z n d j	qfclzndj
s k j p l c q n x b w	skjplcqnxbw
r l b s f n w k	rlbsfnwk
r s t v	rstv
s z g q	szgq
t b v p l r g x	tbvplrgx
g w z c	gwzc
w r j h m b g f	wrjhmbgf
n r b	nrb
g c l q t r x s	gclqtrxs
p q c k m	pqckm
n x m z j	nxmzj
q c b f x t	qcbfxt
l s f m b j g h z q k	lsfmbjghzqk
m s n	msn
b d j p q t z g h	bdjpqtzgh
t z h b	tzhb
d r p v x j	drpvxj
x r l	xrl
w c f k z x v	wcfkzxv
k n b p z x t m w	knbpzxtmw
s t j z d w k	stjzdwk
l r n g q j z h w c f	lrngqjzhwcf
l f x b r v p m j n s	lfxbrvpmjns
q k h c l d	qkhcld
v j w g m t b	vjwgmtb
v b k s c	vbksc
b d k c t w	bdkctw
g x b s q j r z d	gxbsqjrzd
g q f n z	gqfnz
l b x p j	lbxpj
r x j f w	rxjfw
h l f j w b	hlfjwb
l j c f g k t p w h	ljcfgktpwh
k h s n q	khsnq
s t k j d x q	stkjdxq
v m x w k s	vmxwks
q x p	qxp
x p l q v k h t	xplqvkht
m d h r p g l f	mdhrpglf
n p r j c q d z	nprjcqdz
t n v c q l s x	tnvcqlsx
p s k t	pskt
t r z c m x k d h f l s b	trzcmxkdhflsb
t l m g n z j p h q r w	tlmgnzjphqrw
r h t q b f l	rhtqbfl
g m b k l t x	gmbkltx
r x m q k f z w p v s d	rxmqkfzwpvsd
x j g h d	xjghd
j t c h k g q	jtchkgq
t q w v f b g	tqwvfbg
c p r h k z n g v	cprhkzngv
q n f x s p w	qnfxspw
p n z v w q j t b	pnzvwqjtb
n p g j x h	npgjxh
h l z r f g	hlzrfg
n j v z b	njvzb
v c f k m w x h p	vcfkmwxhp
r n j l f c w b z	rnjlfcwbz
x t s g p c w b v q d k	xtsgpcwbvqdk
c l x d t j	clxdtj
t c f w b s x	tcfwbsx
n h q m w g s p	nhqmwgsp
d f h l g z p v k q r c x m n	dfhlgzpvkqrcxmn
w s j f x g t	wsjfxgt
h s d k t f z p	hsdktfzp
q s l j c h g	qsljchg
x s b h k n w v c m	xsbhknwvcm
s k p c	skpc
n w k p z g x r t l	nwkpzgxrtl
d l j b n s z m c f	dljbnszmcf
n l g k r p f m b c	nlgkrpfmbc
g z v w m	gzvwm
k g n q w c d l x	kgnqwcdlx
b v t c q w m d	bvtcqwmd
t z h b f l	tzhbfl
h w j t n r g	hwjtnrg
h w l q b t	hwlqbt
v s q j b p w x	vsqjbpwx
v h t m d p l b	vhtmdplb
q z b n c x p h f r k	qzbncxphfrk
l n w p b q z v	lnwpbqzv
g c t q	gctq
q l z t b p v d n f	qlztbpvdnf
p l r j b g m	plrjbgm
l b n m t	lbnmt
g t l	gtl
c r s f b p k	crsfbpk
d q f m	dqfm
t c p v m w f q j n b r	tcpvmwfqjnbr
v q c n m b j w f r	vqcnmbjwfr
w h j t l k b v	whjtlkbv
d q n	dqn
v s h m	vshm
v n k c f r g z b j m l	vnkcfrgzbjml
z p t f k m d n b r l	zptfkmdnbrl
k f m h g n v x r p	kfmhgnvxrp
m l b g	mlbg
c g t w n k m f s l d	cgtwnkmfsld
d t k f s z l j r w m	dtkfszljrwm
b m d p f r x j k q	bmdpfrxjkq
r m s h	rmsh
d p r j m b	dprjmb
z x k r l	zxkrl
j k h t r b d s p n	jkhtrbdspn
f t h g m l x	fthgmlx
b d z h m	bdzhm
p n s b	pnsb
n q d b s h c	nqdbshc
n d w k	ndwk
v b h j c k n	vbhjckn
t x s n k v m q f	txsnkvmqf
m f d	mfd
c z v m w x	czvmwx
r x k	rxk
g v t x n r	gvtxnr
r j k c v t h	rjkcvth
k b v w r q s z x	kbvwrqszx
s l k m r g j	slkmrgj
t c b n v q	tcbnvq
c v l j p t n z	cvljptnz
x n k w m b c g v l t f	xnkwmbcgvltf
r k q j x v t l	rkqjxvtl
k r d f v b h m	krdfvbhm
b m z g l n d x p	bmzglndxp
b r n v f x h	brnvfxh
g q r t b f k n p d	gqrtbfknpd
g k w v l	gkwvl
k n w l m b t	knwlmbt
w z t m d j h	wztmdjh
g d q k c z n h p w	gdqkcznhpw
g n s k l r	gnsklr
r n v l x b h z g s	rnvlxbhzgs
d p k q n s b t c x	dpkqnsbtcx
v t w q z n k g m x	vtwqznkgmx
z d k v h p s f l	zdkvhpsfl
p f l b n k x c s h m d	pflbnkxcshmd
t w x l k v s r	twxlkvsr
x h q b d t m	xhqbdtm
s m l g d f k r c v	smlgdfkrcv
v j p z x	vjpzx
r c z w d q	rczwdq
k h r t v j b g	khrtvjbg
c w n l p m s	cwnlpms
c k v n l	ckvnl
j s p c w m n	jspcwmn
p s b v j r	psbvjr
b n s t x w	bnstxw
j z r d w q p c	jzrdwqpc
b f l j	bflj
z c f p j x w l n s m r v	zcfpjxwlnsmrv
l f w h n c	lfwhnc
j d c h l n p	jdchlnp
r q b h f m g c j	rqbhfmgcj
t s z k p r h m j f v	tszkprhmjfv
c r w k	crwk
v z f h c g k	vzfhcgk
x s m w n	xsmwn
k t f g b	ktfgb
f g z d r b q l c	fgzdrbqlc
k t j g h b q m	ktjghbqm
f b w h t k n	fbwhtkn
c x n k w s b	cxnkwsb
p t w z v x g s j	ptwzvxgsj
h b r j z p	hbrjzp
s j f	sjf
p z m s k x v t	pzmskxvt
b s l w p g c t k	bslwpgctk
x p m j d	xpmjd
k b c h r z t v w j	kbchrztvwj
k m g d	kmgd
k v m b q t h w x	kvmbqthwx
w s j g h c	wsjghc
p l b j g z	plbjgz
l c v k p h f b g	lcvkphfbg
k c g x p	kcgxp
f r n c m	frncm
j l z q c s d t f r	jlzqcsdtfr
m d x r h b s j k w	mdxrhbsjkw
m t d v r p g	mtdvrpg
w h q v n d c m	whqvndcm
x t q p s w b h r f c	xtqpswbhrfc
g z k q d r x	gzkqdrx
x j s l w v	xjslwv
v l f t b r s d m	vlftbrsdm
c t f s z p	ctfszp
c h f r k s z m	chfrkszm
x n p l j k	xnpljk
t j q	tjq
g h z l c s p d	ghzlcspd
r n f q	rnfq
l f j c k w q	lfjckwq
f l k s r w d g m	flksrwdgm
r x g	rxg
d q t h z l n c b p	dqthzlncbp
f n z d	fnzd
q k n b j x z	qknbjxz
p x k m c z	pxkmcz
r d k h g p	rdkhgp
x g j w l s c	xgjwlsc
f w j d z	fwjdz
n t p f m s	ntpfms
b g l h z x p j d w t v f c	bglhzxpjdwtvfc
f k q d j t p b	fkqdjtpb
p r j q	prjq
l f r j z b q h w	lfrjzbqhw
s m t x z l n d q k	smtxzlndqk
z r h t b s v c	zrhtbsvc
t l z d r h x	tlzdrhx
t c q	tcq
m r c t g h	mrctgh
d l z g h p r c f	dlzghprcf
s j h m c q	sjhmcq
m k t h n c q j l s z g	mkthncqjlszg
m v h r w	mvhrw
b f q p z g m v h	bfqpzgmvh
w c h l	wchl
n r j x f z q g	nrjxfzqg
v w s k g t r m	vwskgtrm
w j r z f p b c m g	wjrzfpbcmg
j l z n r x k f t	jlznrxkft
x l z k t w s g q	xlzktwsgq
s m k g	smkg
v w k r p g m	vwkrpgm
d w c s g k	dwcsgk
m p z g t n l	mpzgtnl
l z w b k q v f	lzwbkqvf
b q x c d v	bqxcdv
b n z p g	bnzpg
s t p	stp
z k h x f g q w j c	zkhxfgqwjc
t j z b x p f r	tjzbxpfr
m w q h v d	mwqhvd
k l v g	klvg
z x h s w t	zxhswt
r d f c x k b	rdfcxkb
n p h l	nphl
g k x v	gkxv
t z s	tzs
z c d t l v f g	zcdtlvfg
j t q w z d h k b g	jtqwzdhkbg
p s c b z	pscbz
f x r l t m v z w j	fxrltmvzwj
x b v s p w m	xbvspwm
f h l t v j	fhltvj
l f z n v	lfznv
b q j g l w v d	bqjglwvd
m d b w h v	mdbwhv
s h x l m p f c	shxlmpfc
k c x z q v b	kcxzqvb
s z m h t	szmht
r v x w	rvxw
x t k r s	xtkrs
g v w q c m t s n l f x b	gvwqcmtsnlfxb
z t v q f p x d l w	ztvqfpxdlw
f d l c v	fdlcv
g q b z t n	gqbztn
g t z k	gtzk
q m g b l p c s r d w v	qmgblpcsrdwv
j g r b x w h d m l f	jgrbxwhdmlf
p w v g t b c h d s q	pwvgtbchdsq
f t q x h l p s n k	ftqxhlpsnk
s l w d c j n m h	slwdcjnmh
q c m z	qcmz
j n w l z k x q s b	jnwlzkxqsb
m q b l z v s c j	mqblzvscj
v m r b z x f c d n j h s	vmrbzxfcdnjhs
x b t c v	xbtcv
c l g j z	clgjz
m g z h	mgzh
h d c q p	hdcqp
h v b j c f n	hvbjcfn
h p k n f r s z	hpknfrsz
g t p k	gtpk
x r l q d w z k	xrlqdwzk
t q p l h s b	tqplhsb
m s v g w k j p n	msvgwkjpn
p t z s m n	ptzsmn
m r g	mrg
q d s p t h n w	qdspthnw
l h j p m v	lhjpmv
g m j t r k	gmjtrk
k n v q d h f z b w m j c s t	knvqdhfzbwmjcst
l f x g w c t m p j b z n k q	lfxgwctmpjbznkq
w q v d x l g	wqvdxlg
z s w d g h f c	zswdghfc
c z d r f v q g l h b	czdrfvqglhb
g j m q z	gjmqz
s x t g m w n r j	sxtgmwnrj
x v m k	xvmk
m q r b z g x d s	mqrbzgxds
w b n j t s h	wbnjtsh
