input1	label
a b i d	abid
c a n a a n i t e s	canaanites
s p e c i f i e d u n i t e d	specifiedunited
p t r a c e	ptrace
w a l v e r i n e	walverine
r a t e p a y e r	ratepayer
c h a i r l i f t	chairlift
r e l e a s e r	releaser
o p t i q u e	optique
h a r d l i n e r s	hardliners
c a r n a c	carnac
h y d r o x y u r e a	hydroxyurea
d h u l	dhul
g a m b l i n	gamblin
s c h w a n z l u t s c h e r	schwanzlutscher
b u n d a	bunda
s c h w a n z l u t s c h e n	schwanzlutschen
s e m i n a r i o	seminario
s c r e e n p r i n t	screenprint
d e r b y n	derbyn
w a l k m a n s	walkmans
t i m e s e r v i c e s c l a s s e s	timeservicesclasses
q u e e n s f e r r y	queensferry
i n t e r p r o v i n c i a l	interprovincial
w a t e r p o l o	waterpolo
g n a r l e d	gnarled
l i b a l l e g r o	liballegro
g x p	gxp
m u s s e l m a n	musselman
l e o n a r d i	leonardi
c h a c e	chace
b r i d g e h a m p t o n	bridgehampton
d o c e	doce
j o h a n n e	johanne
t h a c h e r	thacher
m u l t i h o m i n g	multihoming
g n a s h i n g	gnashing
s i l v a s	silvas
s a m t e c	samtec
f o n c t i o n n e m e n t	fonctionnement
g u k	guk
g o v t r a c k	govtrack
c l a s s t y p e	classtype
w i c h s t e	wichste
d i w	diw
t e e m u	teemu
m h a s h	mhash
i c p d	icpd
b o m b a r d i n g	bombarding
f r r e e	frree
m u e n c h	muench
b i g l o o	bigloo
t g n	tgn
b u t i	buti
d o l f i n	dolfin
r i s t o r a n t i	ristoranti
u s h o r t	ushort
s p l a y e d	splayed
h o b b	hobb
m a c k s	macks
c r e e d m o o r	creedmoor
p r e u v e	preuve
r e t i r o	retiro
j a m a a t	jamaat
a l w a y s o n	alwayson
b a r n e y s	barneys
e a r t h l i n g	earthling
s a k a	saka
t r a n s a c	transac
i s a c a	isaca
i s s u a b l e	issuable
c r o h n s	crohns
a n t h r o p o l o g i e	anthropologie
t e l e m u n d o	telemundo
l i s i	lisi
v t a m	vtam
p l o d	plod
n a p a n e e	napanee
f l a m b o r o u g h	flamborough
c o n s i d e r a	considera
v i e l l e i c h t	vielleicht
d a m a l s	damals
j m g a r v i n	jmgarvin
t r a n s p i r e	transpire
g a r n	garn
t e n b u r y	tenbury
n o n t a x a b l e	nontaxable
a c c e n t u a t e s	accentuates
f l u v o x a m i n e	fluvoxamine
c o v e t o u s n e s s	covetousness
b o x a r t	boxart
l i b n s s	libnss
o c c u p a	occupa
f v c	fvc
v i d r o	vidro
f r i e d r i c h s h a f e n	friedrichshafen
j c h	jch
k a r m a n n	karmann
f i t z m a u r i c e	fitzmaurice
r u d e l b u m s e n	rudelbumsen
m u s i c k e	musicke
d a m m e d	dammed
l a n g u a r d	languard
n u n g	nung
o f t w a r e	oftware
n u m i	numi
m a r e a	marea
b a r r a c u d a s	barracudas
v e l a s	velas
p g y	pgy
f r i g	frig
e l e c t r i	electri
p i e b a l d	piebald
u n a w a r e s	unawares
s c o r n f u l	scornful
e x t e n t i o n s	extentions
o t n	otn
k l o k	klok
b j a	bja
a e t c	aetc
s k e n e	skene
f d x	fdx
v i t r i o l i c	vitriolic
o f f s c r e e n	offscreen
k e e w a t i n	keewatin
m i c r o s u e d e	microsuede
e a r t h l i n g s	earthlings
c o n t a m	contam
b o u r g e s	bourges
b w i n d i	bwindi
o v e r w i n t e r i n g	overwintering
n e w f a n g l e d	newfangled
a l t e r n a t i v a	alternativa
l a f r a n c e	lafrance
c r o s s w i s e	crosswise
t u c k e r m a n	tuckerman
l e l e	lele
c o i n f e c t i o n	coinfection
h o o l e y	hooley
n i c a t i o n	nication
e a p s	eaps
b i e d e r m a n	biederman
t u n e f u l	tuneful
b i r e f r i n g e n c e	birefringence
r o u t t	routt
v i o l i n i s t s	violinists
e p o r t f o l i o	eportfolio
m o o r e f i e l d	moorefield
o f i	ofi
l e a t h e r b a c k	leatherback
e s t a t	estat
a u t o h e a d e r	autoheader
s o u n	soun
h y a t t h o t e l	hyatthotel
v a n u n u	vanunu
l i d l	lidl
i n t e r p r e t a b l e	interpretable
p u l i	puli
a t o m i c a l l y	atomically
q s i	qsi
a b l a t i v e	ablative
t h o r n d a l e	thorndale
s t e f f a n	steffan
p l e t e l y	pletely
w o r k h a v e n	workhaven
n i a c i n a m i d e	niacinamide
h a c h e	hache
b o d h r a n	bodhran
c i c c o n e	ciccone
c y c l i c a l l y	cyclically
s o c i o p a t h	sociopath
w a l l e r s t e i n	wallerstein
p a n t a	panta
b i c i c l e t t e	biciclette
s u m m i t t	summitt
u s n r	usnr
d i a l i n	dialin
i p o m o e a	ipomoea
p a r o l e e s	parolees
l e c t e r n s	lecterns
c a r d o n e	cardone
u r e m i c	uremic
v i r i d i p l a n t a e	viridiplantae
b e n o n i	benoni
r o s e l l a	rosella
k f w	kfw
n e t w o r l d	networld
g i r o l a m o	girolamo
a g u l h a s	agulhas
a t t r a z i o n i	attrazioni
s p e a	spea
e n k e p h a l i n	enkephalin
o e e	oee
q u e c h e e	quechee
e l g g	elgg
d a r m o	darmo
m e s c a l i n e	mescaline
a p c d	apcd
g r i s m a n	grisman
e f h	efh
q u i e n e s	quienes
e l l a n d	elland
m o j a c a r	mojacar
b l e e k e r	bleeker
r e s o u r c e s h e l f	resourceshelf
c l u e t r a i n	cluetrain
s a i l p l a n e s	sailplanes
g o l d e n d a l e	goldendale
n w f	nwf
b o p p y	boppy
t i m b e r l a n d s	timberlands
b y t e o r d e r	byteorder
w h a d d y a	whaddya
h u m d r u m	humdrum
t u s c u l u m	tusculum
d i s t e n d e d	distended
h a m p t o n i n n	hamptoninn
t e l o m e r i c	telomeric
s o l i d a g o	solidago
b o t t l e r s	bottlers
s i f u	sifu
s h e p h e r d i n g	shepherding
f r e g a t a	fregata
f a u n	faun
p a p i n e a u	papineau
z e l c o	zelco
s k o r t	skort
m a i l w a s h e r	mailwasher
a t t r n a m e	attrname
c o m m o n w e a l	commonweal
m u l l i s	mullis
s e n s u s	sensus
m a s s e u r	masseur
s c h y l l i n g	schylling
r i v a l e d	rivaled
m o t h e r f u c k i n g	motherfucking
m i c r o f i l m i n g	microfilming
p r e m i	premi
n o r r i d g e	norridge
p o w e r w i n c h	powerwinch
b y b e e	bybee
i n d i s p e n s i b l e	indispensible
a z l e	azle
v i d e o s t u d i o	videostudio
s i p h o n e d	siphoned
u n n t a k	unntak
k o r b	korb
p r i n t m a k e r	printmaker
v i t a s p r i n g s	vitasprings
h a m i l t o n s	hamiltons
t i d i e d	tidied
t a c i s	tacis
p r o g r a m m i e r u n g	programmierung
b l o g g i e	bloggie
r i j k s m u s e u m	rijksmuseum
d o m i n a n t l y	dominantly
s t e e l p a d	steelpad
j r m	jrm
s i l t s t o n e	siltstone
s t a t i o n h o m e s f o o d	stationhomesfood
b r a h i m i	brahimi
p a r l e r	parler
a w o k e n	awoken
i g d	igd
c o d e p r o j e c t	codeproject
a d a l a t	adalat
a s i a w e e k	asiaweek
v i s u a l a g e	visualage
n e o c o r t e x	neocortex
s t a r f i e l d	starfield
s y n e c h o c o c c u s	synechococcus
p e n l a c	penlac
h e l m a n	helman
r e f a c t o r e d	refactored
w o r l d l i i	worldlii
f o l g e n	folgen
r e n t a b l e	rentable
e g r e e t i n g s	egreetings
c y a n o c o b a l a m i n	cyanocobalamin
r o y b a l	roybal
p r e s s u r i z a t i o n	pressurization
i n s t r u c c i o n e s	instrucciones
h y p o p l a s i a	hypoplasia
s h i n o d a	shinoda
n e w b i n s	newbins
g r o t h e n d i e c k	grothendieck
g o o d e l l	goodell
p e r c u s s i o n s	percussions
f a t n e s s	fatness
p i o n e	pione
c o a l e s c e d	coalesced
w i z z a r d	wizzard
n u t r a c e u t i c s	nutraceutics
s u m m e	summe
h a r l e y s v i l l e	harleysville
r o s i c r u c i a n	rosicrucian
k n o p	knop
k n i p e x	knipex
v e r k o o p	verkoop
s p o r t i n g b e t	sportingbet
g a l a r i e s	galaries
z e i t s c h r i f t e n	zeitschriften
w b e m	wbem
f h r	fhr
s r i l a n k a n	srilankan
p o z u j e	pozuje
j a n s s e n s	janssens
l o d i t a	lodita
r o c k l e r	rockler
s e p t e m	septem
b o o k b i n d e r	bookbinder
b l o g e x p l o s i o n	blogexplosion
r a y c o m	raycom
n g v	ngv
o l y m p i a k o s	olympiakos
h i l t o n h o t e l s	hiltonhotels
m a c r o n	macron
o f f s t a g e	offstage
p a i n t w o r k	paintwork
p h o t o j o u r n a l i s t i c	photojournalistic
h o e v e n	hoeven
h a r l i n	harlin
l e n t e	lente
d a n c e a b l e	danceable
z a p t e l	zaptel
d a n g l e d	dangled
c a s r	casr
p r e s u m p t i v e l y	presumptively
c h a r r o	charro
a r s e n i d e	arsenide
v i d e o h o u n d	videohound
m i n d s e t s	mindsets
b o u r t o n	bourton
b r o a d h e a d	broadhead
c y a n o	cyano
f i x e d l y	fixedly
c a l i d r i s	calidris
f e e b l y	feebly
c l a u d i c a t i o n	claudication
h u l l e d	hulled
b r a n c h v i l l e	branchville
s a d m i n	sadmin
p r u r i e n t	prurient
m e l a n o m a s	melanomas
h a v a r d	havard
i n d e p u n d i t	indepundit
d y n a b o o k	dynabook
c o m m e n t o	commento
d v w	dvw
s p r i t z	spritz
y o h	yoh
r y l e	ryle
a v i t a l	avital
d e m u x e r	demuxer
r e t h y m n o n	rethymnon
d e f i n a t e	definate
p a n o p t i c o n	panopticon
m y o s i t i s	myositis
l i f f e y	liffey
w o r d t r a c k e r	wordtracker
n a o k o	naoko
p o c k y	pocky
p h a r e s	phares
f a k e n h a m	fakenham
w e d d e l l	weddell
h o m e a b o u t	homeabout
o b j e k t	objekt
s u b f r a m e	subframe
y u u	yuu
s o l i n g e n	solingen
s u b r u l e	subrule
l o n g i n t	longint
g a r e y	garey
g e t s t r i n g	getstring
v e x a t i o n	vexation
r e d e s i g n a t i o n	redesignation
l a c h	lach
r o s l i n d a l e	roslindale
g a l a n	galan
o x i m e t e r	oximeter
i n d e n t u r e s	indentures
c m p l	cmpl
n i g h t s h i f t	nightshift
r y s z a r d	ryszard
b a s t i o n s	bastions
m e l l i n g	melling
d e f e c a t i o n	defecation
b a i l l y	bailly
t h r e a d b a r e	threadbare
o k a y s	okays
e m i s s a r i e s	emissaries
w e h	weh
e d e n b r i d g e	edenbridge
a n g l i c a n i s m	anglicanism
a n s w e r p h o n e	answerphone
f l y e u r o p e	flyeurope
v e r t u e	vertue
s p o r t z	sportz
l i v r o	livro
c o d d	codd
f l a k e y	flakey
f i n a n c e f a m i l y	financefamily
s a a r i	saari
p a l l o n e	pallone
s u b s i d i n g	subsiding
c y f n o d	cyfnod
h e b e	hebe
b d n	bdn
o r d e r a b l e	orderable
p u r r e d	purred
c o a l f i e l d	coalfield
e n v e l o p s	envelops
j o b c v	jobcv
d o g v i l l e	dogville
m j p e g	mjpeg
b e a u t y b u s i n e s s j o b s a d v e r t i s e	beautybusinessjobsadvertise
a s s o c i a z i o n i	associazioni
l i e v e	lieve
u n e c o n o m i c	uneconomic
i r c i i	ircii
f e l l y	felly
s c h l a g e r	schlager
c o n t i n g e n t s	contingents
c e e d	ceed
k o i k e	koike
b o d y b o a r d i n g	bodyboarding
s q u i r m e d	squirmed
s e n t s	sents
f i l i p e	filipe
n a p o c a	napoca
n e w g e n	newgen
p e e v e d	peeved
m i c r o g l i a	microglia
h a r e n	haren
k b i t s	kbits
h y a t	hyat
w o r m i n g	worming
p i t o t	pitot
d e c o l o n i z a t i o n	decolonization
b i n h e x	binhex
c o s m	cosm
m o t i v	motiv
m a c p p c	macppc
m a c h y n l l e t h	machynlleth
s h o w r e e l	showreel
i n f o p e i	infopei
t c p x x	tcpxx
s a n g u e	sangue
m o t o r y a c h t	motoryacht
m a t t i o l o	mattiolo
c o n s t r u c t i o n a l	constructional
l e w y	lewy
f u t u r e m a r k	futuremark
r i s l e y	risley
m i c r o m a i n	micromain
o s t r a c i z e d	ostracized
m o n t a l v o	montalvo
c u t s c e n e s	cutscenes
k a l a n i	kalani
e x c r e t a	excreta
i m b a l a n c e d	imbalanced
c r e w e l	crewel
s s d d	ssdd
s e r i a l i z i n g	serializing
l y f e	lyfe
v b g	vbg
h o m o m o r p h i s m s	homomorphisms
t a n a h	tanah
f i e s	fies
g w e f a n	gwefan
a o l c o m	aolcom
t a y l e r	tayler
t h e o l o g i e s	theologies
p u r c h	purch
p o l y m y x i n	polymyxin
g l g	glg
m o r e i n f o	moreinfo
g a n c i c l o v i r	ganciclovir
e d i t b o x s t y l e	editboxstyle
k n e b w o r t h	knebworth
p r i n t m a k e r s	printmakers
f i f i e l d	fifield
d u r k e e	durkee
r e i n s t a l l a t i o n	reinstallation
m o n t e l l o	montello
c r i n g i n g	cringing
o e d i l f	oedilf
b l o g s k i n s	blogskins
i t p r o p o r t a l	itproportal
r i o d	riod
n a n o c r y s t a l l i n e	nanocrystalline
m a p e	mape
k a n n o	kanno
s a a l	saal
p r a b h a k a r	prabhakar
j u n g s	jungs
m a n g a n o	mangano
c a r a n	caran
n s l s	nsls
s y m o n	symon
u c h i	uchi
c o n c e r t a	concerta
f e l i n a	felina
s a n i l a c	sanilac
a n c e s	ances
s d w	sdw
p h o t o s h o p p e d	photoshopped
c e e d i n g s	ceedings
p e e p h o l e	peephole
i n t e r r e l a t i o n	interrelation
c o m s o l	comsol
t r a u m a t i s e d	traumatised
m e l l o n s	mellons
s i n e r g y	sinergy
d u r a s	duras
h h d	hhd
p i f f l e	piffle
k u m o n	kumon
r i v e t e r	riveter
p a r o l e e	parolee
r e s t a t i n g	restating
d o b s o n i a n	dobsonian
e c h i d n a	echidna
d e m o n i z e	demonize
h u n z a	hunza
m a n g o s	mangos
g e n d r o n	gendron
r a s e n	rasen
g h a z a l i	ghazali
i n t e r w o r k s	interworks
t u o n g	tuong
t a r i f f e	tariffe
o m n i w e b	omniweb
m a r c i o	marcio
m o n o b l o c	monobloc
t u s h n e t	tushnet
k l e i n e n	kleinen
b o o k s e n s e	booksense
s u b l a y e r	sublayer
c u t s c e n e	cutscene
p e n n z o i l	pennzoil
c o n s i s t a n t l y	consistantly
c o a t e r	coater
a d i t i	aditi
i s o t r e t i n o i n	isotretinoin
p o l y s	polys
d b g e t	dbget
b u g i l	bugil
w i t c h v o x	witchvox
r e s e a	resea
p r o b l e m e n	problemen
e a s i n g t o n	easington
a d i e	adie
z h o n g h u a	zhonghua
t r i n c o m a l e e	trincomalee
g r e e n h i l l s	greenhills
t y r o	tyro
c a t h e y	cathey
b u l l f i g h t	bullfight
j u m p e	jumpe
h v o	hvo
c i v i c r m	civicrm
h y s	hys
d e m o g r a p h i c a l l y	demographically
u e k a w a	uekawa
h w t	hwt
t r i d g e	tridge
c o l l i n g s w o o d	collingswood
c h e y	chey
e e r o	eero
j a b b e r w o c k y	jabberwocky
p r u d e n	pruden
t r o w e l s	trowels
r e a i s	reais
h e d l u n d	hedlund
l r i	lri
d e v e r s	devers
w r a c k i n g	wracking
a i r b r u s h e s	airbrushes
k i l b o u r n e	kilbourne
t o w n s i t e	townsite
i n t r o d u c e r	introducer
b i o p r o c e s s	bioprocess
m y a l g i a	myalgia
m a u r i t i a n	mauritian
m f g r	mfgr
n u d e s t	nudest
p f b	pfb
p l x	plx
g n u m a k e f i l e	gnumakefile
c o n c a n a v a l i n	concanavalin
o u t s t r i p	outstrip
p a p s	paps
d e m e r i t s	demerits
i n s u r a b i l i t y	insurability
e m p y r e	empyre
r e e f i n g	reefing
h i g h w a y m a n	highwayman
c o n t e s	contes
m e r i a n	merian
l i b e r m a n	liberman
c l o b b e r e d	clobbered
l f t p	lftp
s a c a g a w e a	sacagawea
p r e q u e l s	prequels
r o c k i	rocki
l t r s	ltrs
h u s s a r s	hussars
f a t h e r l y	fatherly
c o m p e t e t i v e	competetive
h r s g	hrsg
b r i d g e t t	bridgett
h a r n	harn
j e h u	jehu
a b d u l l a	abdulla
m e m o r i e	memorie
s a p h e n o u s	saphenous
a c c o m m a d a t i o n	accommadation
s d v	sdv
a s t u c e	astuce
r e g i s t r a r s e	registrarse
r o l e n	rolen
i o e	ioe
n a i s m i t h	naismith
i i a c	iiac
h i s l o p	hislop
c l a v i c l e	clavicle
s c h o u t e n	schouten
s h o n	shon
m i s t a	mista
m e r w i n	merwin
s o u t h w a r d s	southwards
i s o m o r p h i s m s	isomorphisms
a s p i r a t i o n a l	aspirational
k e i i c h i	keiichi
b i t t o n	bitton
c h a o y a n g	chaoyang
t a n n e r s v i l l e	tannersville
s w e r v e d	swerved
q u a n t i c	quantic
i a x	iax
g t p a s e s	gtpases
u n a s	unas
r o a m a n	roaman
s k o w h e g a n	skowhegan
f r e s h r p m s	freshrpms
r o f l m a o	roflmao
w w s	wws
p s y c h o m e t r i c s	psychometrics
l o s h	losh
s t r i a t a	striata
c i s c o v i e w	ciscoview
b l o n d e s e n s e	blondesense
m o l i e r e	moliere
d u l	dul
r a m a d a i n n	ramadainn
g l b t q	glbtq
p o p o v i c h	popovich
k t c	ktc
q u e b e c o r	quebecor
m a r w i c k	marwick
u n f e a s i b l e	unfeasible
h o t z	hotz
e x p a n	expan
r e c u r r e d	recurred
c h a u s s u r e s	chaussures
r i b o n u c l e o t i d e	ribonucleotide
f e d d e r s	fedders
c h e n i e r	chenier
g r a m m i n g	gramming
a h c c c s	ahcccs
h o l l e r i n g	hollering
o r i s k a n y	oriskany
t a l c u m	talcum
r o a m s	roams
s a n t e r i a	santeria
n e c o a	necoa
m a r r i o t t h o t e l	marriotthotel
c o c k e y s v i l l e	cockeysville
p a l a t a l	palatal
g o b b l e r	gobbler
h e r n	hern
g l i t e	glite
a s t r o g l i d e	astroglide
c h r i s m a s	chrismas
m e r d e k a	merdeka
z u s a t z k o s t e n	zusatzkosten
g o v e r n e m e n t	governement
f u h r	fuhr
g i v e m e p i n k	givemepink
f x c o p	fxcop
c a l c i n e d	calcined
n a t u r w i s s e n s c h a f t e n	naturwissenschaften
d u n s t e r	dunster
s p a c e l a b s	spacelabs
i s o w	isow
r e o c c u r r i n g	reoccurring
c o m p u t a d o r a s	computadoras
h e m o s	hemos
r e y n o l d	reynold
i n h a l t e	inhalte
t e t o n s	tetons
b i a o	biao
c o l e f o r d	coleford
t h e c u s	thecus
q m c	qmc
d u c t i l i t y	ductility
e x i s t e n t i a l i s t	existentialist
l a m o t t	lamott
a m i t u r e	amiture
h e r b y	herby
c u m n o c k	cumnock
c o l o m b i a n s	colombians
m i t s u k o	mitsuko
i c e l	icel
t e r r i f y	terrify
c o l l a b o r a t o r y	collaboratory
c c e s s	ccess
i n t e g r a n d	integrand
t o o h e y	toohey
k f i	kfi
b e s o f f e n e	besoffene
v l y	vly
j a x b	jaxb
c a f f e i n e g o d d e s s	caffeinegoddess
s i e b e r	sieber
o r g a n i s t s	organists
u n e s c a p e	unescape
j w z	jwz
b u g l e r	bugler
b o d y s h o p	bodyshop
l i c e n t i a t e	licentiate
p e r i o d e	periode
r e c c o m e n d e d	reccomended
j o k	jok
i n n e r h a l b	innerhalb
l o c a l i	locali
p i v e n	piven
h i g u c h i	higuchi
v i d e o d i s c	videodisc
t h o r s e n	thorsen
p h r a c k	phrack
i n f l a m m a b l e	inflammable
t h e t h i r d i	thethirdi
d i f f u t i l s	diffutils
c z e c h i a	czechia
a n t o n y m	antonym
s t r a n a	strana
i n t e r n e w s	internews
f o r g o i n g	forgoing
f r e u n d i n	freundin
b e s o s	besos
r e s o l u	resolu
r e e p e r b a h n	reeperbahn
p r o g a m	progam
n i s l	nisl
n a s c o	nasco
a c e t y l g l u c o s a m i n e	acetylglucosamine
g a m e o n	gameon
a p p r e n d i	apprendi
r u f f a l o	ruffalo
m a z a	maza
c a n t i d a d	cantidad
s h i m a d z u	shimadzu
n o u g a t	nougat
b u n i o n s	bunions
t c o n	tcon
b p s k	bpsk
r o n n	ronn
c o n t a t o	contato
m o r w e l l	morwell
p c s c	pcsc
i n e r r a n c y	inerrancy
b o r t h w i c k	borthwick
s t o c k a g e	stockage
l i b e r a c e	liberace
u n d e r d a r k	underdark
d o r a e m o n	doraemon
p a r k h i l l	parkhill
i a o	iao
c o p u l a	copula
u n d e r c u t s	undercuts
d i s o w n e d	disowned
t w i k i d o c g r a p h i c s	twikidocgraphics
o h a u s	ohaus
j a h r b u c h	jahrbuch
s p a g n o l o	spagnolo
r e s p a	respa
s k e l e t o r	skeletor
a s a s	asas
i s c a	isca
l o g n a m e	logname
s l e u t h i n g	sleuthing
p e r k o	perko
g i f t s h o p	giftshop
h a y e s v i l l e	hayesville
d e g f	degf
s j t	sjt
i n t e l l i g e n t h i r e	intelligenthire
p h e n e l z i n e	phenelzine
s h e l d r a k e	sheldrake
y u g	yug
u n e a r t h i n g	unearthing
p a r l e m e n t	parlement
m e d a l i s t s	medalists
v o i v o d	voivod
s u r m o u n t	surmount
s p r i n g b o k s	springboks
p a r i s h a d	parishad
r e e v a l u a t e d	reevaluated
c l e a r t y p e	cleartype
c a r b a r y l	carbaryl
p s y c h o p a t h s	psychopaths
d e v p a p e r s	devpapers
d o w n o a d	downoad
a b e r g e l e	abergele
s w i m m i n g p o o l	swimmingpool
b o k u	boku
t r a n n i e	trannie
s e a r s h	searsh
h e a d s h i p	headship
i n v a s i v e n e s s	invasiveness
e s p e c i a i s	especiais
m b s f	mbsf
m a r i j a	marija
c r a n d o n	crandon
m u l t i f a c t o r i a l	multifactorial
h i r o k i	hiroki
h e l l e n e s	hellenes
o u t s t r i p s	outstrips
i f i c	ific
n e w s c a s t e r	newscaster
n e g o	nego
u n h e e d e d	unheeded
m i y u	miyu
f u o c o	fuoco
n i h i l i s t	nihilist
w r i g h t s o n	wrightson
r e v i s e r	reviser
l a b r a d o r s	labradors
s i e c l e	siecle
r a y g u n	raygun
r e c u s e	recuse
q u a l i t y i n n	qualityinn
w a t c h z o n e	watchzone
m t e	mte
n i c h o l l	nicholl
m e t a b o l i z e	metabolize
m o l i t o r	molitor
m a n u f a c t u r i n g t a l k	manufacturingtalk
e w e b	eweb
l i n s e n b a c h	linsenbach
d e c o m p r e s s e d	decompressed
z o o p h i l e	zoophile
r a d h a k r i s h n a n	radhakrishnan
s e a t c h	seatch
r a i m o n d o	raimondo
c w e	cwe
s y m p t o n s	symptons
w i l l o w d a l e	willowdale
p a u s i n i	pausini
o j j d p	ojjdp
t a y a	taya
d i a c y l g l y c e r o l	diacylglycerol
f i c t i o n a l i z e d	fictionalized
p r o c l a i m e r s	proclaimers
s a t c h e l s	satchels
a p o l o	apolo
r s l s	rsls
r e c o d e d	recoded
p o l y m o r p h o n u c l e a r	polymorphonuclear
h u n d l e y	hundley
e b o n i c s	ebonics
m u n s c h	munsch
u i t o o l k i t	uitoolkit
p w c s	pwcs
e f f e x	effex
c a h o o t s	cahoots
l e c r o y	lecroy
m a g i s	magis
s t a g n a t e	stagnate
a l l b e r y	allbery
l i t t r e l l	littrell
r e c l a i m s	reclaims
a a l s t	aalst
f e e l e r	feeler
n i k k y	nikky
e s a m e	esame
m a n t i s s a	mantissa
r a n d b u r g	randburg
a s h w i n	ashwin
r i p c u r l	ripcurl
v e r s a l	versal
r o c c o b a r o c c o	roccobarocco
m a n u f a c t u r	manufactur
s t r o g a n o f f	stroganoff
s k i t t i s h	skittish
k o k a n e e	kokanee
s a c r o s a n c t	sacrosanct
c a l l g i r l	callgirl
b a k o d a	bakoda
b t g	btg
t e e n g i r l	teengirl
w h a c k y	whacky
v a r i t e k	varitek
s o l i m a n	soliman
u n i w o r l d	uniworld
t h r o m b o c y t o p e n i c	thrombocytopenic
w r i g h t w o o d	wrightwood
p o c k e t b o o k s	pocketbooks
a g n o s t i c s	agnostics
c p e o	cpeo
b i r t h e d	birthed
r y a n s	ryans
e a t o n v i l l e	eatonville
m i n i t	minit
l e g a l i s m	legalism
n o b u	nobu
e q u i l i b r a t e d	equilibrated
p u f	puf
n e g u s	negus
c h r o m a t i d	chromatid
s a v o r e d	savored
c l e t u s	cletus
c a m b e l l	cambell
d u c e p p e	duceppe
c r o n o s	cronos
m a t e r i a l e s	materiales
r e c t o r s	rectors
h i d d e n c a m	hiddencam
c o m p u l s i o n s	compulsions
h a n k i e s	hankies
b e v e l l e d	bevelled
v a l u e p a c k	valuepack
m e l l e	melle
n e t h e r w o r l d	netherworld
c a l i f o n e	califone
t r a n s g e n e s	transgenes
d e d a	deda
v a r i a t e	variate
p u l s a t i l	pulsatil
w o l l e	wolle
p l a s t i c a	plastica
s t e f f e n s	steffens
b i a t c h	biatch
a p p r e n d r e	apprendre
h a b i t a t i o n s	habitations
p u l m i c o r t	pulmicort
p w g	pwg
d i p l o	diplo
a u s t r	austr
w a t e r s h i p	watership
u n d e r b o d y	underbody
c r e m a t o r i e s	crematories
c a n a d y	canady
w a r f	warf
s y l v e s t r i s	sylvestris
e n e r g y w a t c h	energywatch
n l i	nli
c o w e r i n g	cowering
p y e l o n e p h r i t i s	pyelonephritis
b i c u l t u r a l	bicultural
o v e r h e a r	overhear
n a n d i	nandi
i s o p u r e	isopure
a n u r a d h a	anuradha
b o o o b s	booobs
m o o n s t r u c k	moonstruck
v e r s a t a	versata
t r a m w a y s	tramways
t a w d r y	tawdry
l a s i c a	lasica
a r a c h n i d s	arachnids
j u n c u s	juncus
s c h e r	scher
o c a l	ocal
d o u b l e t s	doublets
p a s k	pask
o o a	ooa
l a v a s	lavas
m i t o g e n i c	mitogenic
s y s a d m	sysadm
k o b r a	kobra
t u r n a b o u t	turnabout
m i n d o r o	mindoro
d n f o r u m	dnforum
d i p y r i d a m o l e	dipyridamole
n o l o g i e s	nologies
m o l e c	molec
h e n r i q u e s	henriques
n y x	nyx
s a i n t e s	saintes
k i n z i e	kinzie
c v s n o t i c e s	cvsnotices
b r u n e t k a	brunetka
b e h r i n g	behring
m e n k e n	menken
p u r e e d	pureed
p o m o c	pomoc
e l s n e r	elsner
f i t e	fite
g e r d e s	gerdes
d r h	drh
a c t i v e s h o p p e r	activeshopper
d e a r c h	dearch
w u t c	wutc
w a d e b r i d g e	wadebridge
s u n t v	suntv
s h e i l d	sheild
b u o n a	buona
a l u e	alue
b e l l e r	beller
j e t t i s o n	jettison
c a m o m i l e	camomile
b e n e s	benes
r e l o j e s	relojes
v o n g	vong
o l i v o	olivo
a n a t a	anata
k i n l o c h	kinloch
s k r e w d r i v e r	skrewdriver
n o u r i s o n	nourison
m i n d s h a r e	mindshare
m e s o a m e r i c a n	mesoamerican
t r i m l i n e	trimline
g a s p a r d	gaspard
n e u w i r t h	neuwirth
m i c h i a n a	michiana
a c c u m b e n s	accumbens
p a t h e	pathe
d x m	dxm
g b y t e	gbyte
d e p e n d a n c y	dependancy
s k a l l	skall
s a r d a	sarda
e d i f f	ediff
b i r k h a u s e r	birkhauser
c l o n m e l	clonmel
s a b r i	sabri
g e o d a t a	geodata
o b j e c t n a m e	objectname
d h p	dhp
v i a n	vian
n e x x u s	nexxus
m e d i a b l o g	mediablog
n u c l e o n s	nucleons
k l e z	klez
i n t e l l e c t u a l i s m	intellectualism
w a l l m o u n t	wallmount
m i l l o n	millon
c a n c e	cance
s h u m a k e r	shumaker
e n v i r o l i n k	envirolink
m j c	mjc
c a n o n i z e d	canonized
o r c h e s t r a t o r	orchestrator
s o l i c i t o u s	solicitous
n u b i a	nubia
k a t z e n	katzen
s p o r t f o c u s	sportfocus
m e l e s	meles
b e h r m a n	behrman
l i b a r t	libart
f i n d e t	findet
z e a r c h	zearch
m u l l e i n	mullein
b o r e r s	borers
p s i o n i c s	psionics
c o m f o r t i n n	comfortinn
k o v a l a m	kovalam
v o r b e i	vorbei
h e x a	hexa
l s e e k	lseek
b l o g a t h o n	blogathon
j e e v a n	jeevan
g l a m i s	glamis
c a t t l e y a	cattleya
e m u l a t i o n s	emulations
h u l k i n g	hulking
